Id	Title	UserCreated	URL	CategoryParent	Category	DocumentType	Institution	CreateDate	ValidTo
1038	Програма за закрила и развитие на културните институти в Община Ловеч за периода 2014-2020 година	Ради Куртев	https://localhost:44300/StrategicDocument/View/1038	Общински	Ловеч	Протокол	Общинския съвет	07.07.2016	31.12.2020
1037	План за развитие на социалните услуги в Община Ловеч през 2017 година	Ради Куртев	https://localhost:44300/StrategicDocument/View/1037	Общински	Ловеч	Протокол	Общинския съвет	07.07.2016	31.12.2017
1036	План за противодействие на тероризма на Община Ловеч	Ради Куртев	https://localhost:44300/StrategicDocument/View/1036	Общински	Ловеч	Протокол	Общинския съвет	07.07.2016	Не е указан срок
1035	Програма за младежки дейности в Община Ловеч за периода 2014-2020 година и План за изпълнение на Програмата за 2014 година	Ради Куртев	https://localhost:44300/StrategicDocument/View/1035	Общински	Ловеч	Протокол	Общинския съвет	07.07.2016	31.12.2020
1034	Общински план за действие за интегриране на ромите и гражданите, живеещи в сходна на ромите ситуация в Община Ловеч за периода 2015-2020 година	Ради Куртев	https://localhost:44300/StrategicDocument/View/1034	Общински	Ловеч	Протокол	Общинския съвет	07.07.2016	31.12.2020
1033	Общинска програма за закрила на детето за 2016 година	Ради Куртев	https://localhost:44300/StrategicDocument/View/1033	Общински	Ловеч	Протокол	Общинския съвет	07.07.2016	31.12.2016
1032	Програма за насърчаване на използването на енергия от възобновяеми източници и био горива за периода 2016-2019 година	Ради Куртев	https://localhost:44300/StrategicDocument/View/1032	Общински	Ловеч	Протокол	Общинския съвет	07.07.2016	31.12.2019
1031	Интегриран план за градско развитие и възстановяване на град Ловеч за периода 2014-2020 година	Ради Куртев	https://localhost:44300/StrategicDocument/View/1031	Общински	Ловеч	Протокол	Общинския съвет	07.07.2016	31.12.2020
1029	Общински план за развитие на Община Априлци за периода 2014 – 2020 година	Ради Куртев	https://localhost:44300/StrategicDocument/View/1029	Общински	Априлци	Протокол	Общинския съвет	07.07.2016	31.12.2020
947	Програма за управление на общинската собственост за 2015 г.	Искрен Иванов	https://localhost:44300/StrategicDocument/View/947	Общински	Горна Оряховица	Решение	Общинския съвет	17.02.2015	31.12.2015
946	Общински план за развитие на Община Завет 2014 - 2020	Искрен Иванов	https://localhost:44300/StrategicDocument/View/946	Общински	Завет	Решение	Общинския съвет	10.02.2015	31.12.2020
945	Общински план за развитие на Oбщина Мездра 2014- 2020 г.	Искрен Иванов	https://localhost:44300/StrategicDocument/View/945	Общински	Мездра	Решение	Общинския съвет	29.01.2015	31.12.2020
942	Общински план за интегриране на ромите в Община Котел 2014 - 2020 г.	Искрен Иванов	https://localhost:44300/StrategicDocument/View/942	Общински	Котел	Решение	Общинския съвет	09.01.2015	31.12.2020
941	Програма за развитие на туризма в Община Котел	Искрен Иванов	https://localhost:44300/StrategicDocument/View/941	Общински	Котел	Решение	Общинския съвет	09.01.2015	Не е указан срок
940	Общински план за развитие на Община Котел за периода 2014-2020 г.	Искрен Иванов	https://localhost:44300/StrategicDocument/View/940	Общински	Котел	Решение	Общинския съвет	08.01.2015	31.12.2020
936	Общински план за развитие на Община Лом 2014-2020	Искрен Иванов	https://localhost:44300/StrategicDocument/View/936	Общински	Лом	Решение	Общинския съвет	12.11.2014	31.12.2020
935	Общиснки план за развитие на Община Берковица 2014 - 2020 г.	Нуша Иванова	https://localhost:44300/StrategicDocument/View/935	Общински	Берковица	Решение	Общинския съвет	05.11.2014	31.12.2020
930	Разработване и институционализиране на механизма за консултиране, мониторинг и контрол в процеса на разработване на общински политики	Нуша Иванова	https://localhost:44300/StrategicDocument/View/930	Общински	Вълчи дол	Решение	Общинския съвет	15.09.2014	31.12.2020
929	Програма за опазване на околната среда на Община Вълчи дол 2014 - 2020 г.	Нуша Иванова	https://localhost:44300/StrategicDocument/View/929	Общински	Вълчи дол	Решение	Общинския съвет	15.09.2014	31.12.2020
928	Общинска стратегия за подобряване на бизнес средата с цел привличане на инвестиции 2014-2020г.	Нуша Иванова	https://localhost:44300/StrategicDocument/View/928	Общински	Вълчи дол	Решение	Общинския съвет	15.09.2014	31.12.2020
926	Стратегия за управлението на общинската собственост 2011 - 2015 г. Актуализация 2014	Искрен Иванов	https://localhost:44300/StrategicDocument/View/926	Общински	Добрич	Решение	Общинския съвет	09.09.2014	31.12.2015
925	Общинска програма за опазване на околната среда 2009 - 2014 г.	Искрен Иванов	https://localhost:44300/StrategicDocument/View/925	Общински	Добрич	Решение	Общинския съвет	09.09.2014	31.12.2014
924	Стратегия за развитие на туризма в Oбщина Кайнарджа за периода 2014 - 2020	Нуша Иванова	https://localhost:44300/StrategicDocument/View/924	Общински	Кайнарджа	Решение	Общинския съвет	09.09.2014	31.12.2020
923	Програма за енергийна ефективност на Община Кайнарджа 2014 - 2020 г.	Нуша Иванова	https://localhost:44300/StrategicDocument/View/923	Общински	Кайнарджа	Решение	Общинския съвет	09.09.2014	31.12.2020
922	Дългосрочна стратегия за младежта и спорта 2014 - 2020	Нуша Иванова	https://localhost:44300/StrategicDocument/View/922	Общински	Кайнарджа	Решение	Общинския съвет	09.09.2014	31.12.2020
921	Общински план за развитие на Община Кайнадржа 2014 - 2020 г.	Нуша Иванова	https://localhost:44300/StrategicDocument/View/921	Общински	Кайнарджа	Решение	Общинския съвет	09.09.2014	31.12.2020
920	Общинска енергийна програма 2014 - 2020 г.	Павел Иванов	https://localhost:44300/StrategicDocument/View/920	Общински	Добрич	Решение	Общинския съвет	29.08.2014	31.12.2020
916	Общински план за развитие на община Марица за периода 2014 - 2020 г.	Нуша Иванова	https://localhost:44300/StrategicDocument/View/916	Общински	Марица	Решение	Общинския съвет	12.08.2014	31.12.2020
915	Стратегия за управление на общинската собственост на Община Марица и правила за мониторинг и оценка на изпълнението й.	Нуша Иванова	https://localhost:44300/StrategicDocument/View/915	Общински	Марица	Решение	Общинския съвет	12.08.2014	31.12.2020
914	Концепция за пространствено развитие на Община Сливен за периода 2014-2025 г.	Нуша Иванова	https://localhost:44300/StrategicDocument/View/914	Общински	Сливен	Решение	Общинския съвет	12.08.2014	31.12.2025
911	Общиснки план за развитие на Община Сливен 2014 - 2020 г.	Нуша Иванова	https://localhost:44300/StrategicDocument/View/911	Общински	Сливен	Решение	Общинския съвет	12.08.2014	31.12.2020
909	Общински план за развитие на Община град Добрич за 2014-2020	Искрен Иванов	https://localhost:44300/StrategicDocument/View/909	Общински	Добрич	Решение	Общинския съвет	31.07.2014	31.12.2020
903	Общински план за развитие на Община Аксаково 2014-2020 г.	Искрен Иванов	https://localhost:44300/StrategicDocument/View/903	Общински	Аксаково	Решение	Общинския съвет	26.06.2014	31.12.2020
895	Общински план за развитие на Община Девня 2014 - 2020 г.	Искрен Иванов	https://localhost:44300/StrategicDocument/View/895	Общински	Девня	Решение	Общинския съвет	21.05.2014	31.12.2020
887	Общински план за развитие на Община Горна Оряховица за периода 2014-2020 г.	Искрен Иванов	https://localhost:44300/StrategicDocument/View/887	Общински	Горна Оряховица	Решение	Общинския съвет	19.02.2014	31.12.2020
871	Общински план за развитие на Община Вълчедръм 2014-2020 г.	Искрен Иванов	https://localhost:44300/StrategicDocument/View/871	Общински	Вълчедръм	Решение	Общинския съвет	11.11.2013	31.12.2020
857	Общински план за развитие на община Козлодуй за периода 2014 – 2020 година	Искрен Иванов	https://localhost:44300/StrategicDocument/View/857	Общински	Козлодуй	Решение	Общински съвет - Козлодуй	16.10.2013	31.12.2020
836	Стратегия за развитие на социалните услуги на Община Търговище 2011-2016 г.	Добрина Димитрова	https://localhost:44300/StrategicDocument/View/836	Общински	Търговище	Решение	Общинския съвет	09.04.2013	31.12.2016
833	Програма за развитие и насърчаване на физическото възпитание, спорта и социалния туризъм в Община Козлодуй 2012-2016 г.	Добрина Димитрова	https://localhost:44300/StrategicDocument/View/833	Общински	Козлодуй	Решение	Общинския съвет	08.04.2013	31.12.2016
832	Програма за възобновяеми енергийни източници и биогорива в Община Козлодуй	Добрина Димитрова	https://localhost:44300/StrategicDocument/View/832	Общински	Козлодуй	Решение	Общинския съвет	08.04.2013	31.12.2023
830	Общинска стратегия за развитие на социалните услуги на Община Козлодуй 2011-2015 г.	Добрина Димитрова	https://localhost:44300/StrategicDocument/View/830	Общински	Козлодуй	Решение	Общинския съвет	08.04.2013	31.12.2015
829	Стратегия за управление на общинската собственост на Община Козлодуй 2012-2015 г.	Добрина Димитрова	https://localhost:44300/StrategicDocument/View/829	Общински	Козлодуй	Решение	Общинския съвет	08.04.2013	31.12.2015
828	Общинска стратегия за развитие на социалните услуги на Община Тополовград 2011-2015 г.	Добрина Димитрова	https://localhost:44300/StrategicDocument/View/828	Общински	Тополовград	Решение	Общинския съвет	05.04.2013	31.12.2015
827	Общински план за развитие на Община Трекляно 2005-2013 г.	Добрина Димитрова	https://localhost:44300/StrategicDocument/View/827	Общински	Трекляно	Решение	Общинския съвет	04.04.2013	31.12.2013
826	Стратегия за управление на общинската собственост на Община Враца 2011-2015 г.	Добрина Димитрова	https://localhost:44300/StrategicDocument/View/826	Общински	Враца	Решение	Общинския съвет	03.04.2013	31.12.2015
825	Стратегия за управление на общинската собственост на Община Рила 2011-2015 г.	Добрина Димитрова	https://localhost:44300/StrategicDocument/View/825	Общински	Рила	Решение	Общинския съвет	03.04.2013	31.12.2015
824	Общинска стратегия за развитие на социалните услуги на Община Рила 2011-2015 г.	Добрина Димитрова	https://localhost:44300/StrategicDocument/View/824	Общински	Рила	Решение	Общинския съвет	03.04.2013	31.12.2015
823	Общинска стратегия за развитие на социалните услуги на Община Пещера 2011-2015 г.	Добрина Димитрова	https://localhost:44300/StrategicDocument/View/823	Общински	Пещера	Решение	Общинския съвет	02.04.2013	31.12.2015
818	Общинска стратегия за детето на Община Нова Загора за 2009-2018 г.	Добрина Димитрова	https://localhost:44300/StrategicDocument/View/818	Общински	Нова Загора	Решение	Общинския съвет	25.03.2013	31.12.2018
817	Общинска стратегия за развитие на социалните услуги на Община Нова Загора 2011-2016 г.	Добрина Димитрова	https://localhost:44300/StrategicDocument/View/817	Общински	Нова Загора	Решение	Общинския съвет	25.03.2013	31.12.2016
816	Общинска стратегия за развитие на социалните услуги на Община Летница 2011-2015 г.	Добрина Димитрова	https://localhost:44300/StrategicDocument/View/816	Общински	Летница	Решение	Общинския съвет	22.03.2013	31.12.2015
813	Програма за опазване на околната среда в Община Костинброд 2011-2015 г.	Добрина Димитрова	https://localhost:44300/StrategicDocument/View/813	Общински	Костинброд	Решение	Общинския съвет	22.03.2013	31.12.2015
809	Стратегия за развитие на социалните услуги на Община Кайнарджа 2010-2015 г.	Добрина Димитрова	https://localhost:44300/StrategicDocument/View/809	Общински	Кайнарджа	Решение	Общинския съвет	21.03.2013	31.12.2015
808	Стратегия за управление на общинска собственост на Община Ивайловград 2011-2015 г.	Добрина Димитрова	https://localhost:44300/StrategicDocument/View/808	Общински	Ивайловград	Решение	Общинския съвет	21.03.2013	31.12.2015
806	Общинска стратегия за развитие на социалните услуги на Община Ивайловград 2011-2015 г.	Добрина Димитрова	https://localhost:44300/StrategicDocument/View/806	Общински	Ивайловград	Решение	Общинския съвет	21.03.2013	31.12.2015
750	Общинска стратегия за сексуално репродуктивно здраве на младите хора 2009-2013 г. в Община Попово	Добрина Димитрова	https://localhost:44300/StrategicDocument/View/750	Общински	Попово	Решение	Общинския съвет	26.04.2012	31.12.2013
749	План за енергийната ефективност на община Попово  2010-2013 г.	Добрина Димитрова	https://localhost:44300/StrategicDocument/View/749	Общински	Попово	Решение	Общинския съвет	26.04.2012	31.12.2013
747	Общинска стратегия за развитие на социалните услуги 2011-2015 г.	Добрина Димитрова	https://localhost:44300/StrategicDocument/View/747	Общински	Попово	Решение	Общинския съвет	26.04.2012	31.12.2015
746	Програма за устойчиво развитие на туризма в община Чепеларе 2011 - 2015г.	Добрина Димитрова	https://localhost:44300/StrategicDocument/View/746	Общински	Чепеларе	Решение	Общинския съвет	26.04.2012	31.12.2015
744	Стратегия за закрила на детето в община Аврен 2008-2018 г.	Павел Иванов	https://localhost:44300/StrategicDocument/View/744	Общински	Аврен	Протокол	Общинския съвет	18.04.2012	31.12.2018
743	Стратегия за управление на общинската собственост и стопанската дейност 2012 г.	Павел Иванов	https://localhost:44300/StrategicDocument/View/743	Общински	Аврен	Решение	Общинския съвет	18.04.2012	31.12.2012
742	Общинска стратегия за развитие на социалните услуги (2011 – 2015) на община Аврен	Павел Иванов	https://localhost:44300/StrategicDocument/View/742	Общински	Аврен	Решение	Общинския съвет	18.04.2012	31.12.2015
741	Общинска програма за управление на отпадъците на община Аврен	Павел Иванов	https://localhost:44300/StrategicDocument/View/741	Общински	Аврен	Решение	Общинския съвет	18.04.2012	31.12.2014
740	Програма за управлението на Община Аврен за периода 2011-2015 г.	Павел Иванов	https://localhost:44300/StrategicDocument/View/740	Общински	Аврен	Решение	Общинския съвет	18.04.2012	31.12.2015
739	Програма за развитие на читалищната дейност в община Аврен през 2012 г.	Павел Иванов	https://localhost:44300/StrategicDocument/View/739	Общински	Аврен	Решение	Общинския съвет	18.04.2012	31.12.2012
738	Програма за управление и разпореждане с имоти на община Аврен	Павел Иванов	https://localhost:44300/StrategicDocument/View/738	Общински	Аврен	Решение	Общинския съвет	18.04.2012	31.12.2012
737	Програма &quot;Спорт&quot; за 2012 г. на община Аврен	Павел Иванов	https://localhost:44300/StrategicDocument/View/737	Общински	Аврен	Решение	Общинския съвет	18.04.2012	31.12.2012
736	Програма за дейността на Общински съвет Аврен за 2012 година	Павел Иванов	https://localhost:44300/StrategicDocument/View/736	Общински	Аврен	Решение	Общинския съвет	18.04.2012	31.12.2012
735	Програма &quot;Младежки дейности&quot; на община Аврен	Павел Иванов	https://localhost:44300/StrategicDocument/View/735	Общински	Аврен	Решение	Общинския съвет	18.04.2012	31.12.2012
734	Общинска програма за мерките за насърчаване на творческите заложби на деца с изявени дарби на община Аврен (2012 г.).	Павел Иванов	https://localhost:44300/StrategicDocument/View/734	Общински	Аврен	Решение	Общинския съвет	18.04.2012	31.12.2012
650	Програма за опазване на околната среда на Община Мизия за периода 2009-2013 г.	Искрен Иванов	https://localhost:44300/StrategicDocument/View/650	Общински	Мизия	Решение	Общинския съвет	29.10.2010	31.12.2013
649	Годишна програма за развитие на читалищната дейност на Община Мизия през 2010 година	Искрен Иванов	https://localhost:44300/StrategicDocument/View/649	Общински	Мизия	Решение	Общинския съвет	29.10.2010	31.12.2010
648	Програма за развитие и насърчаване на физическото възпитание, спорта и социалния туризъм в Община Мизия  за периода 2010 -2012 г.	Искрен Иванов	https://localhost:44300/StrategicDocument/View/648	Общински	Мизия	Решение	Общинския съвет	29.10.2010	31.12.2012
646	Стратегия за  управление  на общинската собственост на Община Мизия за периода  2009 – 2011 г.	Искрен Иванов	https://localhost:44300/StrategicDocument/View/646	Общински	Мизия	Решение	Общинския съвет	29.10.2010	31.12.2011
645	Общинска програма за закрила на детето 2010 г. на Община Мизия	Искрен Иванов	https://localhost:44300/StrategicDocument/View/645	Общински	Мизия	Решение	Общинския съвет	29.10.2010	31.12.2010
644	Стратегия за прозрачно управлние и за превенция на корупцията 2009 - 2011 г. на Община Мизия	Искрен Иванов	https://localhost:44300/StrategicDocument/View/644	Общински	Мизия	Протокол	Общинския съвет	29.10.2010	31.12.2011
643	Комуникационна стратегия на Община Мизия, Област Враца	Искрен Иванов	https://localhost:44300/StrategicDocument/View/643	Общински	Мизия	Решение	Общинския съвет	29.10.2010	Не е указан срок
633	Актуализиран общински план за развитие на Община Трявна 2007– 2013 г.	Искрен Иванов	https://localhost:44300/StrategicDocument/View/633	Общински	Трявна	Решение	Общинския съвет	27.09.2010	31.12.2013
626	Общинска програма за закрила на детето в Община Царево за 2010 г.	Искрен Иванов	https://localhost:44300/StrategicDocument/View/626	Общински	Царево	Решение	Общинския съвет	27.09.2010	31.12.2010
302	Общински план за развитие на Община Бяла Слатина 2007 - 2013 г.	Искрен Иванов	https://localhost:44300/StrategicDocument/View/302	Общински	Бяла Слатина	Решение	Общинския съвет	18.02.2008	31.12.2013
279	Общински план за развитие на Община Тополовград 2007 - 2013 г.	Искрен Иванов	https://localhost:44300/StrategicDocument/View/279	Общински	Тополовград	Решение	Общинския съвет	15.02.2008	31.12.2013
255	Общински план за развитие на Община Сливен 2007 - 2013 г.	Искрен Иванов	https://localhost:44300/StrategicDocument/View/255	Общински	Сливен	Решение	Общинския съвет	15.02.2008	31.12.2013
244	Общински план за развитие на Община Цар Калоян 2007 - 2013 г.	Искрен Иванов	https://localhost:44300/StrategicDocument/View/244	Общински	Цар Калоян	Решение	Общинския съвет	15.02.2008	31.12.2013
212	Общински план за развитие на Община Гулянци 2007 - 2013 г.	Искрен Иванов	https://localhost:44300/StrategicDocument/View/212	Общински	Гулянци	Решение	Общинския съвет	15.02.2008	31.12.2013
187	Актуализиран Общински план за развитие на Община Вълчедръм 2010 - 2013 г.	Искрен Иванов	https://localhost:44300/StrategicDocument/View/187	Общински	Вълчедръм	Решение	Общинския съвет	15.02.2008	31.12.2013
182	Общински план за развитие на Община Троян 2007 - 2013 г.	Искрен Иванов	https://localhost:44300/StrategicDocument/View/182	Общински	Троян	Решение	Общинския съвет	15.02.2008	31.12.2013
167	Общински план за развитие на Община Каварна 2007 - 2013 г.	Искрен Иванов	https://localhost:44300/StrategicDocument/View/167	Общински	Каварна	Решение	Общинския съвет	15.02.2008	31.12.2013
159	Общински план за развитие на Община Габрово 2005 - 2013 г.	Искрен Иванов	https://localhost:44300/StrategicDocument/View/159	Общински	Габрово	Решение	Общинския съвет	15.02.2008	31.12.2013
156	Общински план за развитие на Община Мизия 2007 - 2013 г.	Искрен Иванов	https://localhost:44300/StrategicDocument/View/156	Общински	Мизия	Решение	Общинския съвет	15.02.2008	31.12.2013
153	Общински план за развитие на Община Козлодуй 2007 - 2013 г.	Искрен Иванов	https://localhost:44300/StrategicDocument/View/153	Общински	Козлодуй	Решение	Общинския съвет	15.02.2008	31.12.2013
135	Общински план за развитие на Община Лясковец 2007 - 2013 г.	Искрен Иванов	https://localhost:44300/StrategicDocument/View/135	Общински	Лясковец	Решение	Общинския съвет	15.02.2008	31.12.2013
124	Общински план за развитие на Община Варна 2007 - 2013 г.	Искрен Иванов	https://localhost:44300/StrategicDocument/View/124	Общински	Варна	Протокол	Общинския съвет	15.02.2008	31.12.2013
48	Общински план за развитие на Община Невестино 2007 - 2013 г.	Танер Мехмед	https://localhost:44300/StrategicDocument/View/48	Общински	Невестино	Решение	Общинския съвет	15.02.2008	31.12.2013
